project_id,project_name,action_id,sector,jurisdiction,lifecycle_stage,evaluation_verdict,cost_total,amount_committed,amount_paid,amount_unit,duration_months,beneficiaries_total,owner_formulator,match_label,source_dataset,n_funding_sources,route
30336023-0,CONSTRUCCION OBRAS DE CIERRE PROGRESIVO VERTEDERO DE COCHRANE,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,COCHRANE,EJECUCION,RS,856.2,856.2,,CLP_millions,,2992.0,GOBIERNO REGIONAL - REGION DE AISEN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30336272-0,"CONSTRUCCION ILUMINACIÓN FOTOVOLTAÍCA SECTORES RURALES, COLLIPULLI",icare_0040,ENERGIA,COLLIPULLI,PERFIL,,41.0,41.0,,CLP_millions,,2000.0,MUNICIPALIDAD DE COLLIPULLI,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30341679-0,"CONSTRUCCION DE CICLOVÍAS INTERCOMUNALES EN EL GRAN STGO, ETAPA I",ipcc_0105,TRANSPORTE,METROPOLITANA DE SANTIAGO,FACTIBILIDAD,,150.0,150.0,,CLP_millions,,111939.0,SECTRA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30348628-0,"MEJORAMIENTO CAMBIO DE LUMINARIAS COMÚN A TECN. LED, PICA Y MATILLA",icare_0040,ENERGIA,PICA (Prov. Tamarugal),EJECUCION,RS,102.6,102.6,,CLP_millions,,4033.0,MUNICIPALIDAD DE PICA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),2,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30349329-0,CONSTRUCCION CICLOVIA RUTA INFANCIA DESDE LA GRANJA A RECOLETA,ipcc_0105,TRANSPORTE,,EJECUCION,RS,4117.7,4117.7,,CLP_millions,,700000.0,GOBIERNO REGIONAL - REGION METROPOLITANA DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30352036-0,CONSTRUCCION CICLOVIAS ALTO ESTANDAR COMUNA DE RANCAGUA,ipcc_0105,TRANSPORTE,RANCAGUA,EJECUCION,,1419.5,1419.5,,CLP_millions,,316789.0,SEREMI VIVIENDA REGION DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30355586-0,"CONSTRUCCION RED DE CICLOVIAS, COMUNA DE VALDIVIA",ipcc_0105,TRANSPORTE,VALDIVIA - REGION XIV,PERFIL,FI,72.2,72.2,,CLP_millions,,169735.0,MUNICIPALIDAD DE VALDIVIA REGION DE LOS RIOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30357686-0,CONSTRUCCION CIERRE VERTEDERO MUNICIPAL COMUNA DE RIO CLARO,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,RIO CLARO,EJECUCION,RS,433.3,433.3,,CLP_millions,,13016.0,MUNICIPALIDAD DE RIO CLARO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30358325-0,HABILITACION PASARELA PEATONAL-CICLOVIA LAJA-SAN ROSENDO,icare_0040,VIVIENDA Y DESARROLLO URBANO,LAJA,EJECUCION,RS,275.9,275.9,,CLP_millions,,30000.0,MUNICIPALIDAD DE LAJA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30306622-0,CONSTRUCCION CICLOVIA AVENIDA ARTURO PRAT,ipcc_0105,TRANSPORTE,TIL TIL,PERFIL,,63.3,63.3,,CLP_millions,,16405.0,MUNICIPALIDAD DE TIL TIL,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30302223-0,CONSTRUCCION PLAN DE CIERRE VERTEDERO,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,SALAMANCA,PERFIL,OT,816.0,816.0,,CLP_millions,,25671.0,MUNICIPALIDAD DE SALAMANCA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30296324-0,TRANSFERENCIA FORESTACIÓN GERMOPLASMA SEGUNDA ETAPA,ipcc_0053,RECURSOS NATURALES Y MEDIO AMBIENTE,MAGALLANES Y ANTARTICA,EJECUCION,,497.0,0.1,0.0,CLP_millions,72.0,23000.0,GOBIERNO REGIONAL - REGION DE MAGALLANES Y ANTARTICA CHILENA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30294123-0,"CONSTRUCCION AV. DEL TREN, ALTO LABRANZA, TEMUCO",ipcc_0105,TRANSPORTE,TEMUCO,DISEÑO,RS,100.0,100.0,,CLP_millions,,17503.0,SEREMI VIVIENDA REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30235872-0,"CONSTRUCCION CICLOVÍA, COMUNA DE PERQUENCO",ipcc_0105,TRANSPORTE,PERQUENCO,PERFIL,FI,34.6,34.6,,CLP_millions,,2492.0,MUNICIPALIDAD DE PERQUENCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30242522-0,"ADQUISICION E INSTALACIÓN LUMINARIAS SOLARES RURALES, CAÑETE",icare_0040,ENERGIA,CAÑETE,EJECUCION,,59.9,59.9,,CLP_millions,,5088.0,MUNICIPALIDAD DE CAÑETE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30259623-0,CONSTRUCCION DE CICLOVIAS Y OBRAS ANEXAS VARIAS RUTAS REG DEL BIOBIO,ipcc_0105,TRANSPORTE,L BIO BIO,DISEÑO,RS,392.2,392.2,,CLP_millions,,0.0,DIRECCION DE VIALIDAD MOP,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30265974-0,"CONSTRUCCION ALUMBRADO SOLAR VIAL, SECTOR LA AGUADA, LOS ALAMOS.",icare_0040,ENERGIA,LOS ALAMOS,PERFIL,,63.0,63.0,,CLP_millions,,21245.0,MUNICIPALIDAD DE LOS ALAMOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30266078-0,CONSTRUCCION ALUMBRADO SOLAR VIAL SECTOR SARA DE LEBU,icare_0040,ENERGIA,LOS ALAMOS,EJECUCION,,59.9,59.9,,CLP_millions,,21245.0,MUNICIPALIDAD DE LOS ALAMOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
30266374-0,"CONSTRUCCION ALUMBRADO FOTOVOLTAICO, VARIOS SECTORES RURALES",icare_0040,ENERGIA,TREGUACO - REGION DE ÑUBLE,EJECUCION,,56.1,56.1,,CLP_millions,,,MUNICIPALIDAD DE TREHUACO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047202-0,"TRANSFERENCIA PILOTO EDUCACIÓN, GESTIÓN Y VALORIZACIÓN RESIDUOS DOMICILIARIOS PA",c40_0037,RECURSOS NATURALES Y MEDIO AMBIENTE,PADRE LAS CASAS,PERFIL,,380.0,380.0,,CLP_millions,12.0,800.0,GOBIERNO REGIONAL - REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047125-0,CAPACITACION PROGRAMA DE FORMACIÓN EN COMPOSTAJES DE RSD EN LA COMUNA DE PITRUFQ,icare_0053,RECURSOS NATURALES Y MEDIO AMBIENTE,PITRUFQUEN,PERFIL,,272.0,272.0,,CLP_millions,12.0,1500.0,GOBIERNO REGIONAL - REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047100-0,CAPACITACION UNA CONTRIBUCIÓN MEDIOAMBIENTAL SOSTENIBLE A LA DISM. DE RSD URBANO,icare_0053,,VILLARRICA,PERFIL,,272.0,272.0,,CLP_millions,12.0,1500.0,GOBIERNO REGIONAL - REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40046984-0,"HABILITACION CENTRO DE GESTION DE RESIDUOS SOLIDOS, LOCALIDAD DE LAGO VERDE",icare_0122,RECURSOS NATURALES Y MEDIO AMBIENTE,LAGO VERDE,EJECUCION,,134.7,134.7,,CLP_millions,,274.0,MUNICIPALIDAD DE LAGO VERDE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40037680-0,AMPLIACION RELLENO SANITARIO PICA,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,PICA (Prov. Tamarugal),PERFIL,RS,1743.7,1743.7,,CLP_millions,,9152.0,MUNICIPALIDAD DE PICA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40037685-0,TRANSFERENCIA ECONOMIA CIRCULAR 4.0 PARA EL DESARROLLO DE LA INNOVACIÓN EMPRESAR,icare_0026,MULTISECTORIAL,LA ARAUCANIA,PERFIL,,500.0,500.0,,CLP_millions,12.0,25.0,GOBIERNO REGIONAL - REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40037735-0,TRANSFERENCIA VALORIZACION POR COMPOSTAJE PARA REDUCCION GENERACION DE RESIDUOS ,icare_0053,,TARAPACA,PERFIL,,340.3,340.3,,CLP_millions,12.0,6000.0,GOBIERNO REGIONAL - REGION DE TARAPACA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40038663-0,REPOSICION ALUMBRADO PUBLICO MEDIANTE SISTEMA FOTOVOLTAICO BAHIA MANSA- MAICOLPU,icare_0040,ENERGIA,SAN JUAN DE LA COSTA,PERFIL,,70.0,70.0,,CLP_millions,,694.0,MUNICIPALIDAD DE SAN JUAN DE LA COSTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40038668-0,"CONSTRUCCION CENTRO DE TRATAMIENTO INTEGRAL DE RESIDUOS SÓLIDOS, COMUNA DE PUTRE",icare_0122,RECURSOS NATURALES Y MEDIO AMBIENTE,PUTRE - REGION XV,PERFIL,FI,128.5,128.5,,CLP_millions,,2054.0,MUNICIPALIDAD DE PUTRE REGION DE ARICA Y PARINACOTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40039026-0,"MEJORAMIENTO AREA VERDE DON IGNACIO 2, COMUNA DE RAUCO",c40_0042,VIVIENDA Y DESARROLLO URBANO,RAUCO,EJECUCION,,108.9,108.9,,CLP_millions,,538.0,MUNICIPALIDAD DE RAUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40039133-0,"MEJORAMIENTO REFUGIOS PEATONALES CON ILUMINACION SOLAR DIVERSOS SECTORES, NACIMI",icare_0040,MULTISECTORIAL,NACIMIENTO,PERFIL,,50.0,50.0,,CLP_millions,,200.0,MUNICIPALIDAD DE NACIMIENTO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40034223-0,"CONSTRUCCION ALUMBRADO PUBLICO LED SECTOR CHUDAL Y OTROS, COMUNA DE PORTEZUELO",icare_0137,ENERGIA,PORTEZUELO - REGION DE,PERFIL,,98.0,98.0,,CLP_millions,,4862.0,MUNICIPALIDAD DE PORTEZUELO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40037418-0,"CONSTRUCCION ELECTRIFICACIÓN FOTOVOLTAICA DIVERSOS SECTORES, COMUNA DE PALENA",icare_0012,ENERGIA,PALENA,EJECUCION,RS,1607.1,1607.1,,CLP_millions,,232.0,MUNICIPALIDAD DE PALENA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40039248-0,"ADQUISICION LUMINARIA LED VÍA PÚBLICA Y RECINTOS DEPORTIVOS, COMUNA DE CUREPTO",icare_0040,ENERGIA,CUREPTO,EJECUCION,,295.5,295.5,,CLP_millions,,9448.0,MUNICIPALIDAD DE CUREPTO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40029288-0,EQUIPAMIENTO LUMINARIAS SOLARES EN DIFERENTES SECTORES DE LA COMUNA DE FREIRE,icare_0040,ENERGIA,FREIRE,PERFIL,,98.0,98.0,,CLP_millions,,24606.0,MUNICIPALIDAD DE FREIRE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40025507-0,"CONSTRUCCION CIERRE VERTEDERO MUNICIPAL EL LEPÚN, COMUNA DE LAGO RANCO",c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,LAGO RANCO - REGION XIV,EJECUCION,RS,1578.5,1578.5,,CLP_millions,,9896.0,MUNICIPALIDAD DE LAGO RANCO REGION DE LOS RIOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40025781-0,"FORESTACION PROGRAMA MANEJO FORESTAL OASIS BOSCOSO DE QUILLAGUA, REGIÓN DE ANTOF",ipcc_0053,RECURSOS NATURALES Y MEDIO AMBIENTE,ANTOFAGASTA,PERFIL,,592.7,592.7,,CLP_millions,36.0,184.0,CORPORACION NACIONAL FORESTAL REGION DE ANTOFAGASTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40025878-0,TRANSFERENCIA INNOVACIONES TECNOLÓGICAS PARA LA PRODUCTIVIDAD DEL BOSQUE NATIVO ,ipcc_0053,RECURSOS NATURALES Y MEDIO AMBIENTE,ÑUBLE,PERFIL,,163.3,163.3,,CLP_millions,36.0,90.0,INSTITUTO FORESTAL REGION DE ÑUBLE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40026026-0,CONSTRUCCION CENTRAL FOTOVOLTAICA MATAVERI - RAPA NUI,icare_0012,ENERGIA,ISLA DE PASCUA,PERFIL,FI,6100.9,6100.9,,CLP_millions,,7750.0,SOCIEDAD AGRICOLA Y SERV.ISLA DE PASCUA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40026239-0,"MEJORAMIENTO AREA VERDE El LLANO, COMUNA DE RAUCO",icare_0040,VIVIENDA Y DESARROLLO URBANO,RAUCO,EJECUCION,,59.7,59.7,,CLP_millions,,688.0,MUNICIPALIDAD DE RAUCO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40026292-0,CONSTRUCCION PARQUE FOTOVOLTAICO. COMUNA DE TALAGANTE.,icare_0012,ENERGIA,TALAGANTE,PERFIL,OT,5.8,5.8,,CLP_millions,,76033.0,MUNICIPALIDAD DE TALAGANTE,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40031225-0,TRANSFERENCIA IMPLEMENTACION PROGRAMA CASA SOLAR SOCIAL LOS RIOS,icare_0012,ENERGIA,LOS RIOS,PERFIL,,931.5,931.5,,CLP_millions,24.0,1000.0,SEREMI DE ENERGIA REGION DE LOS RIOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40036590-0,"CONSTRUCCION DE ESTACIONAMIENTOS PARA BICICLETAS ETAPA 2, LÍNEA CERO EN METRO S.",ipcc_0105,TRANSPORTE,METROPOLITANA DE SANTIAGO,EJECUCION,RS,239.5,239.5,,CLP_millions,,9342.0,METRO S.A.,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40035730-0,"CONSTRUCCION CICLOVÍA ACERA NORTE RUTA E-885, POCURO, CALLE LARGA",ipcc_0105,TRANSPORTE,CALLE LARGA,PERFIL,,101.9,101.9,,CLP_millions,,3250.0,MUNICIPALIDAD DE CALLE LARGA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),2,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40035302-0,"ADQUISICION de luminarias con tecnología LED sector Rural, comuna de curacaví",icare_0137,ENERGIA,CURACAVI,PERFIL,,99.3,99.3,,CLP_millions,,3000.0,MUNICIPALIDAD DE CURACAVI,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047313-0,"CONSTRUCCION CICLOVIA CAMINO UTACO, ANGOL",ipcc_0105,TRANSPORTE,ANGOL,EJECUCION,RS,610.9,610.9,,CLP_millions,,48906.0,SEREMI VIVIENDA REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40025010-0,REPOSICION CIERRE VERTEDERO PUERTO GUADAL,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,CHILE CHICO,PERFIL,,24.9,24.9,,CLP_millions,,410.0,MUNICIPALIDAD DE CHILE CHICO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047310-0,"CONSTRUCCION CICLOVIAS AV. BALMACEDA, AV. LAS ENCINAS Y AV. CAUPOLICAN,",ipcc_0105,TRANSPORTE,TEMUCO,EJECUCION,RS,3201.3,3201.3,,CLP_millions,,263165.0,SEREMI VIVIENDA REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40047220-0,CAPACITACION EN COMPOSTAJE DE RSD EN LA COMUNA DE LONCOCHE,icare_0053,RECURSOS NATURALES Y MEDIO AMBIENTE,LA ARAUCANIA,PERFIL,,272.0,272.0,,CLP_millions,12.0,1500.0,GOBIERNO REGIONAL - REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40031398-0,REPOSICION ALUMBRADO PÚBLICO MEDIANTE SISTEMA FOTOVOLTAICO SECTOR CONTACO-PUCATR,icare_0040,ENERGIA,SAN JUAN DE LA COSTA,PERFIL,,50.0,50.0,,CLP_millions,,351.0,MUNICIPALIDAD DE SAN JUAN DE LA COSTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40031564-0,FORESTACION RECUP. HIDROLÓGICA AGROFOREST. EN CUENCAS CRÍTICAS DE LA ZONA DE REZ,ipcc_0053,RECURSOS NATURALES Y MEDIO AMBIENTE,,PERFIL,,450.0,450.0,,CLP_millions,15.0,840.0,CORPORACION NACIONAL FORESTAL REGION DE LA ARAUCANIA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40031586-0,CONSTRUCCION DE CICLOVÍA GRAN AVENIDA JOSÉ MIGUEL CARRERA COMUNA DE SAN MIGUEL,ipcc_0105,TRANSPORTE,SAN MIGUEL,PERFIL,FI,105.2,105.2,,CLP_millions,,107954.0,MUNICIPALIDAD DE SAN MIGUEL,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40031956-0,ADQUISICION DE LUMINARIAS PEATONALES SOLARES COMUNA DE ESTACION CENTRAL,icare_0040,ENERGIA,ESTACION CENTRAL,PERFIL,,350.7,350.7,,CLP_millions,,37559.0,MUNICIPALIDAD DE ESTACION CENTRAL,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40032534-0,CONSTRUCCION RED DE CICLOVIAS DE MULCHÉN,ipcc_0105,TRANSPORTE,MULCHEN,EJECUCION,RS,3581.6,3581.6,,CLP_millions,,29627.0,SEREMI VIVIENDA REGION DEL BIO BIO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40032535-0,CONSTRUCCION RED DE CICLOVIAS DE LEBU,ipcc_0105,TRANSPORTE,LEBU,EJECUCION,FI,2738.7,2738.7,,CLP_millions,,25522.0,SEREMI VIVIENDA REGION DEL BIO BIO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40032536-0,"CONSTRUCCION CICLOVIA PLAYA BLANCA, CORONEL-LOTA",ipcc_0105,TRANSPORTE,,EJECUCION,RS,1184.8,1184.8,,CLP_millions,,159797.0,SEREMI VIVIENDA REGION DEL BIO BIO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40032711-0,CONSTRUCCION CICLOVÍA EJE SALVADOR GUTIERREZ - MENDOZA COMUNAS DE CERRO NAVIA Y ,ipcc_0105,TRANSPORTE,METROPOLITANA DE SANTIAGO,PERFIL,RS,4005.0,4005.0,,CLP_millions,,10000.0,SEREMI VIVIENDA REGION METROPOLITANA DE SANTIAGO,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40032883-0,FORESTACION ORDENAMIENTO PREDIAL Y RESTAURACIÓN DEL PAISAJE FORESTAL EN CHILOÉ,ipcc_0068,RECURSOS NATURALES Y MEDIO AMBIENTE,LOS LAGOS,PERFIL,,420.0,420.0,,CLP_millions,24.0,300.0,INSTITUTO FORESTAL REGION DE LOS LAGOS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40033166-0,REPOSICION SISTEMA DE RESPALDO FOTOVOLTAICO PARA SEDES SOCIALES,icare_0012,ENERGIA,ARICA - REGION XV,PERFIL,,104.4,104.4,,CLP_millions,,5000.0,MUNICIPALIDAD DE ARICA REGION DE ARICA Y PARINACOTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40033193-0,"AMPLIACION BODEGA DE PROCESAMIENTO RELLENO SANITARIO, VILLA O'HIGGINS",icare_0122,RECURSOS NATURALES Y MEDIO AMBIENTE,OHIGGINS,EJECUCION,,105.2,105.2,,CLP_millions,,625.0,MUNICIPALIDAD DE OHIGGINS,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40033431-0,TRANSFERENCIA EVALUACIÓN DEL POTENCIAL DE GENERACIÓN DE H2 SOLAR,icare_0015,ENERGIA,ANTOFAGASTA,EJECUCION,,570.4,0.4,0.4,CLP_millions,24.0,491256.0,GOBIERNO REGIONAL - REGION DE ANTOFAGASTA,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
40031278-0,CONSTRUCCION RELLENO SANITARIO DE CHAÑARAL,c40_0036,RECURSOS NATURALES Y MEDIO AMBIENTE,CHAÑARAL,PERFIL,OT,2023.5,2023.5,,CLP_millions,,12219.0,MUNICIPALIDAD DE CHAÑARAL,strong,cl-ssg/cl-ssg-projects (canonical: cl-mdsfam/cl-bip-projects),1,"Route B — public investment (SNI/BIP: city formulates, draws FNDR/Sectorial/Municipal)"
